fullVisitorId,PC1,PC2
8160804435292640144,-7.17510106753453,-0.9887854507009688
2767232911658101391,-7.167340581865639,-1.4091906912173975
5462105261493871939,-7.199398524567644,-0.1955977256908692
95191702071842980,-7.191367460065401,-0.6238525933870279
6692505544910101563,-7.189268953759085,-0.6660128549111872
2907946815222203879,-7.2033004235479225,0.03942716383482061
5652181055723415564,-7.194175247924585,-0.34700610497899625
7817519219547424500,-7.161275732053711,-1.5184534679412327
8362452234388944224,-7.205161228948431,-0.10358182765167825
1309141223204608712,-7.2156314329491495,0.3017391402430964
2293591917691086997,-7.17826259852537,-0.9779509713722375
7360005704447781877,-7.208684062793904,0.011886106423803694
175821370694335900,-7.194045029368513,-0.4002330126751561
718224222685336859,-7.202672898732714,0.014111940083028351
6468346869705669629,-7.1706280052306814,-1.173879784779497
9026247589102242695,-7.190851948261219,-0.6604326547781363
3572286360489812608,-7.208684062793904,0.011886106423803694
1161953432550324852,-7.177974467422456,-0.9297655014701168
9017987347125648886,-7.144304148152935,-1.8412737376229729
4303654578371527972,-7.155839295275496,-1.6471191705811967
1755597734832695499,-7.155398771518151,-1.29416259003071
146912981712255907,-7.182038600780164,-0.669539727824096
6032203105273452184,-7.1770818847032105,-1.000257146941747
6973706952129455106,-7.206013562891468,0.025985904730379015
3648544824241548780,-7.188462179996787,-0.7964425737218461
5728828144516617982,-7.168143860469674,-1.2492457954626819
3616798943552832211,-7.200107727939752,-0.3036115070395976
2945804277219946287,-7.185673819972273,-0.8699110526565612
5825657177780866465,-7.175091230624918,-0.9593927616433889
5083200682650763035,-7.17800699872532,-0.9677973943409742
5005807321516857999,-7.192600332362999,-0.676392705498724
7629403335891735554,-7.156380117715063,-1.608384647619349
14719113938929204,-7.165798241500715,-1.225142586619814
665114011310899473,-7.160593069384272,-1.5862209452629052
7648992814960359796,-7.170355525251112,-1.1349374926982192
3797851111058927359,-7.197802063995751,-0.22408235826669914
1604065117025643807,-7.163680635075436,-1.4637328185987892
857964507515272488,-7.197497601484225,-0.5343204808371376
7285894014767234919,-7.221843331605897,0.3039165301309255
4336201021797750979,-7.182038600780164,-0.669539727824096
374891521224092547,-6.156469647147116,-1.2360347264041016
4137305465781411175,-6.116344597631192,-2.16986992554716
971008825391097358,-6.139719757734257,-1.327986327661867
3968636395556689085,-6.140291233294448,-1.5586287701515116
9484931465883324244,-6.195587551153742,-0.01425076564007925
6940792300089270123,-6.1511360138081494,-1.3603672783693666
8453358866345100518,-6.187507761731924,0.1715479741161295
64222862361368972,-6.124772658120958,-1.294249715737594
5814412487748993189,-6.181414573268727,-0.45410084915169513
4800308104683158839,-6.117639087470256,-1.2731770551039716
4416748109391296507,-6.153335602106065,-1.0676632743501813
6725943741384806886,-5.1577155577425735,-0.9459554619887458
7530045613099616221,-5.109211242264563,-1.5604102117525904
4803037698438393598,-5.164093499785386,-0.9077973137786355
602021677740521811,-5.1842034519373,-0.06363831170579563
134228619593993639,-5.135074809137025,-1.6206388310774171
745975839464387695,-5.153141898732301,-1.0352518207279762
2117608432114089081,-5.118704847254913,-1.4776930124389158
9607745496321122940,-5.126773110280347,-1.8247876598134218
9925817115591807608,-5.162153600388585,-0.9124127088485543
7839474810359062680,-5.1687943123311335,-0.8003917683256567
8141017641137446955,-4.1353091228030046,-1.535221034504533
4706082108913117333,-4.142698824593954,-1.313251322405867
5393564423010842176,-4.1250032875466065,-1.81920823320136
5571340992118504362,-4.191024909800939,-0.048162318026230645
5846866637444092783,-4.141193984622997,0.10693920809853827
6401972658011378355,-4.166116325152142,-0.5847084501327087
7718737698301745414,-3.0120871024586933,-1.3922635477916496
5399528527290171873,-3.178339695127982,-0.33262918769154465
5469531048904249180,-3.1709939530967923,-0.8772418826436913
1474190958763116353,-3.1652509422346773,-0.9390194094984993
8861704144366655271,-2.1150919328757207,-2.03908266532331
196242860329796662,-1.1759398781679398,0.5090379561816576
9365584882977177886,-1.1678343014513979,-0.5625190427055863
8198882296216882758,-0.1355906364623924,-1.3792008161328801
5838517555471708327,0.8738086729667196,-1.3707969577375068
5337554879565912647,1.844606941180328,-1.0253263027902584
9781774581999193118,1.814954580439281,0.15026659516285198
